medium_description_en,url,full_title_en,expert_name,short_title_en,short_description_en,disease_en,system_en,search_abbreviation_en,purpose_en,chief_complaint_en,specialty_en,favorite_id,creators,cmeEnabled,cmeVersion
Predicts suitability for discharge in COVID-19 patients.,covid-home-safely-now-chosen-risk-score-covid-19,COVID Home Safely Now (CHOSEN) Risk Score for COVID-19,[],CHOSEN Risk Score,COVID-19 discharge suitability.,"['COVID-19', 'Coronavirus']",Respiratory,"COVID Home Safely Now (CHOSEN) Risk Score for COVID-19, CHOSEN Risk Score, CHOSEN score, CHOSEN, covid-19, covid, coronavirus, covid risk, covid-19 risk, covid risk score, covid-19 risk score, chosen risk, chosen risk score, hypoxia, icu, covid mortality, covid death, covid-19 mortality, covid discharge, covid-19 discharge",Prognosis,"['Chest Pain', 'Cough', 'Fever', 'Shortness of Breath', 'Hypoxia']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",10354,Dr. David M. Levine,False,
Predicts likelihood of inpatient mortality or severe disease progression in COVID patients.,covid-19-inpatient-risk-calculator-circ,COVID-19 Inpatient Risk Calculator (CIRC),[],CIRC,Inpatient COVID mortality or severe disease progression.,"['COVID-19', 'Coronavirus']",Respiratory,"COVID Inpatient Risk Calculator, COVID, coronavirus, covid mortality, covid death, covid progression, covid-19, coronavirus mortality, coronavirus progression, covid death risk, covid death, covid mortality risk, covid progression risk",Prognosis,"['Chest Pain', 'Cough', 'Fever', 'Shortness of Breath']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",10371,Dr. Brian T. Garibaldi,False,
"<span id=""docs-internal-guid-88f86071-7fff-09ef-9545-880ee3083044"">Predicts risk of critical illness in hospitalized COVID-19 patients.",covid-gram-critical-illness-risk-score,COVID-GRAM Critical Illness Risk Score,"Graham Walker, MD",COVID-GRAM Risk Score,COVID-19 risk.,"['COVID-19', 'Coronavirus']",Respiratory,"COVID-GRAM Critical Illness Risk Score, COVID-GRAM Score, covid-19 risk, covid risk, covid-19 critical illness, covid-19 critical illness risk, covid 19 critical illness, covid critical illness, covid 19 risk, covid 19 critical illness, covid-gram, covid-19 risk score, covid risk score, covid-19 illness risk, covid critical illness risk, covid gram",Prognosis,"['Chest Pain', 'Cough', 'Fever', 'Shortness of Breath']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",10303,Dr. Wenhua Liang,True,
Quantifies severity of opiate withdrawal.,cows-score-opiate-withdrawal,COWS Score for Opiate Withdrawal,"['Jonathan Avery, MD', 'Katherine E. Taylor, MD']",COWS Score,Severity of opiate withdrawal.,"['Drug/Alcohol Use', 'Ingestion/Overdose', 'Substance Withdrawal']",Psychiatric,"['cows', 'COWS', 'opiates', 'drug abuse', 'drugs', 'withdrawal', 'w/d', 'piloerection', 'pulse', 'sweating', 'anxiety', 'clinical opiate severity score', 'opioid']",Diagnosis,"['Anxious', 'Diarrhea', 'Headache', 'Vomiting']","['Emergency Medicine', 'Family Practice', 'Geriatrics', 'Internal Medicine', 'Pain Management', 'Palliative Care/Hospice', 'Primary Care', 'Psychiatry', 'Toxicology']",1985,Dr. Donald R. Wesson,True,1985.1
Calculates CrCl according to the Cockcroft-Gault equation.,creatinine-clearance-cockcroft-gault-equation,Creatinine Clearance (Cockcroft-Gault Equation),"Evan Zeitler, MD",Creatinine Clearance,Estimates creatinine clearance (kidney function).,Renal Failure,Renal,"['cockcroft-gault', 'cr', 'crcl', 'renal', 'arf', 'gfr', 'aki', 'estimated gfr', 'egfr']",Formula,"['AMS', 'Dyspnea', 'Extremity Edema', 'Headache']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Family Practice', 'Gastroenterology', 'Geriatrics', 'Hematology and Oncology', 'Hospitalist Medicine', 'Internal Medicine', 'Nephrology', 'Pharmacy', 'Primary Care', 'Radiation Oncology', 'Radiology', 'Rehabilitation Medicine', 'Surgery (General)', 'Surgery (Trauma)', 'Toxicology']",43,"['Dr. Donald Cockcroft', 'Dr. Henry Gault']",True,
Rates critically ill patients’ pain based on clinical observation.,critical-care-pain-observation-tool-cpot,Critical Care Pain Observation Tool (CPOT),"Benjamin Slovis, MD",CPOT Pain Scale,Pain in critically ill patients.,"['Anxiety', 'Delirium', 'Dementia']",Neurologic,"['critical care', 'pain', 'analgesia', 'observation']","['Diagnosis', 'Treatment']",Pain,"['Critical Care', 'Critical Care (Neurologic)', 'Emergency Medicine']",2144,Dr. Céline Gélinas,True,2144.1
Determines the current severity of Crohn’s disease.,crohns-disease-activity-index-cdai,Crohn's Disease Activity Index (CDAI),[],Crohn's Disease Activity Index (CDAI),Determines the current severity of Crohn’s disease.,"[""Crohn's Disease"", 'GI Bleeding', 'Inflammatory Bowel Disease']",Gastrointestinal,"['crohn’s disease', 'hematocrit', 'CDAI', 'diarrhea', 'diagnosis', 'crohns disease', 'crohns']",Prognosis,"['Abdominal Pain', 'Diarrhea']","['Endocrinology', 'Family Practice', 'Gastroenterology', 'Internal Medicine']",3318,Dr. William R. Best,False,
Stratifies bleeding risk after NSTEMI.,crusade-score-post-mi-bleeding-risk,CRUSADE Score for Post-MI Bleeding Risk,"Calvin Hwang, MD",CRUSADE Score,Bleeding risk after NSTEMI.,"['Acute Coronary Syndrome', 'Myocardial Infarction']","['Cardiac', 'Hematologic']","['bleeding', 'nstemi', 'stemi', 'mi', 'cards', 'acs', 'hemorrhage']",Prognosis,"['Chest Pain', 'Shortness of Breath']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Geriatrics', 'Hematology and Oncology', 'Hospitalist Medicine', 'Internal Medicine']",1784,Dr. Karen Alexander,True,
Estimates volume of cryoprecipitate recommended for fibrinogen replacement.,cryoprecipitate-dosing-fibrinogen-replacement,Cryoprecipitate Dosing for Fibrinogen Replacement,"['Christopher Tormey, MD', 'Caleb Cheng, MD', 'Ronald George Hauser, MD']",Cryo Dosing (Fibrinogen Replacement),Cryoprecipitate dosing.,"['Bleeding/Hemorrhage', 'Trauma']",Hematologic,"['Cryo', 'Fibrinogen replacement']","['Formula', 'Treatment']",Bleeding,"['Hematology and Oncology', 'Critical Care', 'Pathology', 'Transfusion Medicine', 'Pharmacy']",10005,[],True,10005.1
Measures frailty to predict survival.,csha-clinical-frailty-scale-cfs,CSHA Clinical Frailty Scale (CFS),"Graham Walker, MD",Clinical Frailty Scale,Frailty measurement.,"['Any/All', 'Coronavirus', 'COVID-19']",Any/All,"Clinical Frailty Scale, CSHA, CSHA Clinical Frailty Scale (CFS), Frailty measurement, Frailty, covid19, covid, coronavirus, covid-19, covid 19",Prognosis,Any/All,"['Geriatrics', 'Hospitalist Medicine', 'Internal Medicine', 'Palliative Care/Hospice']",10300,Dr. Kenneth Rockwood,True,
"<span id=""docs-internal-guid-fc8092d6-7fff-6179-246b-2a4068cd2484"">Quantifies burden of disease in elderly patients (comorbidity scale).",cumulative-illness-rating-scale-geriatric-cirs-g,Cumulative Illness Rating Scale-Geriatric (CIRS-G),[],CIRS-G,Geriatric comorbidity scale.,Any/All,Any/All,"[' CIRS-G', 'CIRS', 'cumulative illness rating', 'geriatric illness scale', 'illness rating']",Prognosis,Any/All,"['Geriatrics', 'Critical Care', 'Primary Care', 'Family Practice', 'Internal Medicine']",10088,Dr. Mark D. Miller,False,
Estimates mortality of community-acquired pneumonia to help determine inpatient vs. outpatient treatment.,curb-65-score-pneumonia-severity,CURB-65 Score for Pneumonia Severity,"Sagar Patel, MD",CURB-65 Score,Mortality in CAP: inpatient vs outpatient.,"['Coronavirus', 'COVID-19', 'Pneumonia']","['Cardiac', 'Infectious', 'Respiratory']","['cap', 'pna', 'crb', 'community-acquired pneumonia', 'covid', 'covid-19', 'coronavirus']",Prognosis,"['Cough', 'Fever', 'Shortness of Breath']","['Critical Care', 'Emergency Medicine', 'Family Practice', 'Geriatrics', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Palliative Care/Hospice', 'Pulmonology', 'Rehabilitation Medicine']",324,Dr. John Macfarlane,True,324.1
Assesses severity of CRS in patients on immunotherapy.,cytokine-release-syndrome-crs-grading,Cytokine Release Syndrome (CRS) Grading,"Joseph Maakaron, MD ",Cytokine Release Syndrome (CRS) Grading,CRS severity. ,"['Cancer', 'Chemotherapy', 'Hematologic Malignancy']","['Hematologic', 'Immunologic', 'Oncologic']","['CRS grade', 'cytokine toxicity', 'cytokine release syndrome', 'CRS scale', 'CRS grading']","['Diagnosis', 'Treatment']","['Dyspnea', 'Fever', 'Headache', 'Rash', 'Shortness of Breath']","['Critical Care', 'Family Practice', 'Hematology and Oncology', 'Internal Medicine', 'Primary Care', 'Radiation Oncology']",10041,[],True,
Assesses 5 year risk of treatment failure based on clinical factors.,damico-risk-classification-prostate-cancer,D'Amico Risk Classification for Prostate Cancer,[],D'Amico Classification,Assesses 5 year failure of prostate CA treatment failure.,Cancer,"['Urinary', 'Oncologic']","[""d'amico"", 'damico', 'dam', 'prostate', 'CA', 'cancer', 'oncology', 'gleason', 'PSA', 't2c', 't3', 't2b', 't1c', 't2a']",Prognosis,"['Hematuria', 'Weight Loss/Gain']","['Hematology and Oncology', 'Urology']",2049,Dr. Anthony D'Amico,False,
"<span id=""docs-internal-guid-a809cd4f-7fff-e854-86e1-70756f8860e5"">Predicts risk of death by an intimate partner (IP) in a violent intimate relationship.",danger-assessment-tool-domestic-abuse,Danger Assessment Tool for Domestic Abuse,[],Danger Assessment Tool,Death by intimate partner violence.,Public Health,Any/All,"['Risk of death', 'violent partner', 'violent relationship', 'abusive partner', 'abusive relationship', 'IPV', 'partner', 'relationship']",Prognosis,"['Injury/Trauma', 'Preventive Care/Screening']","['Emergency Medicine', 'Internal Medicine', 'Hospitalist Medicine']",10098,Dr. Carolyn Snider,False,
Predicts likelihood of recurrence of first VTE.,dash-prediction-score-recurrent-vte,DASH Prediction Score for Recurrent VTE,"Benjamin Slovis, MD",DASH Score,Predicts likelihood of recurrence of first VTE.,"['Pulmonary Embolism', 'Deep Venous Thrombosis']","['Respiratory', 'Hematologic', 'Cardiac']","['Clotting', 'VTE', 'DVT', 'PE', 'prediction', 'prognosis', 'd-dimer', 'hormone use', 'age', 'risk factors']","['Treatment', 'Prognosis']","['Shortness of Breath', 'Extremity Pain', 'Extremity Edema', 'Dyspnea', 'Chest Pain']","['Pulmonology', 'Primary Care', 'Internal Medicine', 'Hospitalist Medicine', 'Hematology and Oncology', 'Family Practice', 'Emergency Medicine', 'Cardiology']",2011,Dr. Alberto Tosetto,True,2011.1
Predicts in-hospital mortality in acute COPD exacerbation.,decaf-score-acute-exacerbation-copd,DECAF Score for Acute Exacerbation of COPD,"Akhil Khosla, MD",DECAF Score,"COPD mortality, acute exacerbation.","['Asthma', 'COPD', 'Coronavirus', 'COVID-19', 'Pneumonia']",Respiratory,"['Decaf score', 'coad', 'acute copd', 'coronavirus', 'covid-19', 'covid']",Prognosis,"['Dyspnea', 'Shortness of Breath']","['Critical Care', 'Emergency Medicine', 'Family Practice', 'Internal Medicine', 'Pulmonology']",4018,Dr. John Steer,True,
"<span id=""docs-internal-guid-125e6dda-3cff-e8b3-7d5e-c66fe3b515ca"">Predicts probability of undiagnosed HIV infection. ",denver-hiv-risk-score,Denver HIV Risk Score,[],Denver HIV Score,HIV risk screening.,HIV/AIDS,"['Immunologic', 'Infectious']","['HIV', 'Denver', 'risk score', 'human immunodeficiency virus', 'denver score', 'aids']","['Diagnosis', 'Prognosis']","['Fatigue', 'Fever', 'Rash', 'Sore Throat']","['Family Practice', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine']",10046,Dr. Jason S. Haukoos,False,
Predicts in-hospital mortality in DKA.,diabetic-ketoacidosis-mortality-prediction-model-dka-mpm-score,Diabetic Ketoacidosis Mortality Prediction Model (DKA MPM) Score,[],DKA MPM Score,In-hospital DKA mortality.,Diabetes Mellitus,Endocrine and Metabolic,"['dka', 'dka mortality', 'prediction model', 'dka mortality', 'diabetes', 'diabetes mortality', 'diabetic ketoacidosis']","['Formula', 'Prognosis']","['Abdominal Pain', 'Polyuria', 'Vomiting', 'Weakness']","['Critical Care', 'Endocrinology', 'Family Practice', 'Hospitalist Medicine', 'Emergency Medicine', 'Internal Medicine']",4003,Dr. Stamatis P. Efstathiou,False,
Doses DigiFab in patients with confirmed digoxin poisoning or overdose.,digifab-dosing-digoxin-poisoning,DigiFab (Digibind) Dosing for Digoxin Poisoning,"Scott Lucyk, MD",DigiFab (Digibind) Dosing,DigiFab dosing for digoxin toxicity.,"['Drug/Alcohol Use', 'Ingestion/Overdose']",Any/All,"['digoxin', 'overdose', 'DigiFab', 'dosing', 'poisoning', 'treatment']","['Formula', 'Treatment']",Intoxication/Overdose,"['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine', 'Pharmacy', 'Toxicology']",4036,Dr. Frédéric Lapostolle,True,
Estimates survival in patients with primary myelofibrosis.,dipss-dynamic-international-prognostic-scoring-system-myelofibrosis,DIPSS (Dynamic International Prognostic Scoring System) for Myelofibrosis,[],DIPSS,Primary myelofibrosis survival.,"['Autoimmune Disorders', 'Cancer', 'Chronic Pain']","['Endocrine and Metabolic', 'Hematologic', 'Immunologic', 'Oncologic']","['PMF', 'DIPSS score', ' DIPSS', 'myleofibrosis']",Prognosis,[],Hematology and Oncology,10066,Dr. Francesco Passamonti,False,
"Predicts compliance with opioid treatment for chronic noncancer pain.<br /><span id=""docs-internal-guid-292a06cf-1d7a-9e6f-0dea-ad73bcf0c7e8"">",dire-score-opioid-treatment,DIRE Score for Opioid Treatment,[],DIRE Score,Opioid treatment compliance.,Chronic Pain,Psychiatric,"['Opioid treatment', 'compliance', 'risk', 'analgesia', 'DIRE score']","['Prognosis', 'Treatment']",Pain,"['Pain Management', 'Psychiatry', 'Toxicology', 'Primary Care', 'Internal Medicine']",10035,Dr. Miles J. Belgrade,False,
"Describes severity of rheumatoid arthritis using clinical and laboratory data, specifically CRP.",disease-activity-score-28-rheumatoid-arthritis-crp-das28-crp,Disease Activity Score-28 for Rheumatoid Arthritis with CRP (DAS28-CRP),[],DAS28-CRP for Rheumatoid Arthritis,"RA severity, specifically based on CRP.",Rheumatoid Arthritis,"['Musculoskeletal', 'Rheumatologic']","['crp', 'erythrocyte sedimentation rate', 'esr', 'global health', 'rheum', 'arthritis', 'RA', 'das crp']",Prognosis,Joint Pain,"['Orthopedics', 'Rheumatology']",2193,Dr. Jaap Fransen,False,
"Describes severity of rheumatoid arthritis using clinical and laboratory data, specifically ESR.",disease-activity-score-28-rheumatoid-arthritis-esr-das28-esr,Disease Activity Score-28 for Rheumatoid Arthritis with ESR (DAS28-ESR),[],DAS28-ESR for Rheumatoid Arthritis,"RA severity, specifically based on ESR.",Rheumatoid Arthritis,"['Musculoskeletal', 'Rheumatologic']","['crp', 'esr', 'erythrocyte sedimentation rate', 'global health', 'rheum', 'arthritis', 'RA']",Prognosis,Joint Pain,"['Orthopedics', 'Rheumatology']",2176,Dr. Désirée van der Heijde,False,
Evaluates MS disease progression based on patient’s ambulatory ability.,disease-steps-multiple-sclerosis,Disease Steps for Multiple Sclerosis,[],Disease Steps for Multiple Sclerosis,"MS progression, based on ambulation.",Multiple Sclerosis,Neurologic,"['ambulation', 'walking', 'steps', 'MS']",Prognosis,[],Neurology,2199,Dr. Marika Hohol,False,
Estimates volume of whole blood to process by apheresis to yield an appropriate DLI dosage.,donor-lymphocyte-infusion-dli-volume,Donor Lymphocyte Infusion (DLI) Volume,"Ronald George Hauser, MD",Donor Lymphocyte Infusion Volume,Estimates DLI dosage.,"['Anemia', 'Hematologic Malignancy', 'Leukemia/Lymphoma']",Hematologic,"['whole blood', 'donor blood', 'donor lymphocytes']","['Formula', 'Treatment']",Bleeding,"['Hematology and Oncology', 'Pathology', 'Transfusion Medicine']",10012,[],True,
Predicts 3 month outcome in ischemic stroke patients receiving TPA.,dragon-score-post-tpa-stroke-outcome,DRAGON Score for Post-TPA Stroke Outcome,"Daniel Runde, MD",DRAGON Score,Calculate before tPA; predicts long term outcome.,Stroke/TIA,Neurologic,"['dragon score', 'post tpa score', 'IV alteplase score', 'alteplase score', 'dragon cva', 'dragon prognosis', 'cva score']",Prognosis,Weakness,"['Critical Care', 'Emergency Medicine', 'Hematology and Oncology', 'Hospitalist Medicine', 'Internal Medicine', 'Neurology', 'Radiology']",1892,Dr. Daniel Strbian,True,
Predicts risk for community-acquired pneumonia due to drug-resistant pathogens.,drug-resistance-pneumonia-drip-score,Drug Resistance in Pneumonia (DRIP) Score,"John Dayton, MD",DRIP Score,"Drug-resistant CAP risk, more accurate than Shorr Score.","['Pneumonia', 'COVID-19', 'Coronavirus']","['Cardiac', 'Immunologic', 'Infectious', 'Renal', 'Respiratory']","['pneumonia', 'DRP', 'CAP-DRP', 'community-acquired pneumonia', 'HCAP', 'DRIP score', 'antibiotics', 'antibiotic resistance', 'covid', 'coronavirus', 'covid-19', 'covid 19', 'covid19']",Diagnosis,"['Abdominal Pain', 'Chest Pain', 'Cough', 'Dyspnea', 'Fatigue', 'Fever', 'Shortness of Breath']","['Anesthesiology', 'Critical Care', 'Emergency Medicine', 'Family Practice', 'Geriatrics', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Primary Care', 'Pulmonology']",4050,Dr. Brandon Webb,True,4050.1
Diagnoses major depressive disorder (MDD).,dsm-5-criteria-major-depressive-disorder,DSM-5 Criteria for Major Depressive Disorder,[],DSM-5 Criteria for Major Depressive Disorder,Diagnoses MDD.,Depression/Suicidality,Psychiatric,"['Major depressive disorder', 'mdd', 'depression', 'dsm5', 'dsm 5', 'dsm-5', 'dsm-iv', 'dsm criteria', 'suicide', 'dsm iv']",Diagnosis,"['Depressed', 'Suicidal']","['Psychiatry', 'Internal Medicine', 'Hospitalist Medicine', 'Family Practice', 'Pediatrics', 'Emergency Medicine']",10195,[],False,
Diagnoses posttraumatic stress disorder (PTSD).,dsm-5-criteria-posttraumatic-stress-disorder,DSM-5 Criteria for Posttraumatic Stress Disorder,[],DSM-5 Criteria for PTSD,PTSD diagnosis.,"['Posttraumatic Stress Disorder', 'Trauma']",Psychiatric,"['Posttraumatic stress disorder', 'Post-traumatic stress disorder', 'Post traumatic stress disorder', 'ptsd', 'dsm5', 'dsm 5', 'dsm-5', 'dsm-v', 'dsm criteria', 'dsm v']",Diagnosis,Anxious,"['Family Practice', 'Hospitalist Medicine', 'Internal Medicine', 'Primary Care', 'Psychiatry']",10211,[],False,
Diagnoses binge eating disorder.,dsmv-diagnostic-criteria-for-binge-eating-disorder,DSM-V Diagnostic Criteria for Binge Eating Disorder,[],DSM-V Diagnostic Criteria for Binge Eating Disorder,DSM-V Diagnostic Criteria for Binge Eating Disorder (BED),ADHD,Allergic,ss,Algorithm,AMS,Psychiatry,10153,Dr. Robert L. Spitzer,False,
